PLAYER_NAME,TEAM_ABBREVIATION,SEASON,PTS,NEXT_SEASON_PTS,PREDICTED_NEXT_SEASON_PTS,ERROR,ABS_ERROR,LOWER_CONFIDENCE_RANGE,UPPER_CONFIDENCE_RANGE,AGE,GP,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,REB,AST,TOV,STL,BLK,PLUS_MINUS,USG_PCT,TS_PCT,PACE,OFF_RATING,NET_RATING,TEAM_PACE,TEAM_OFF_RATING,TEAM_DEF_RATING,TEAM_NET_RATING,PTS_LAST_YEAR,MIN_LAST_YEAR,GP_LAST_YEAR,USG_LAST_YEAR,TS_LAST_YEAR,PTS_CHANGE,MIN_CHANGE,GP_CHANGE,USG_CHANGE,TS_CHANGE
Luke Kennard,MEM,2023-24,429,576.0,393.17935,182.82064819335938,182.82064819335938,174.55905,611.7997,28.0,39,999.0466666666666,141,315,0.448,107,238,0.45,40,45,0.889,113,136,54,20,2,-187,0.166,0.641,99.53,106.4,-8.8,98.68,106.8,113.7,-6.9,546.0,1315.085,59.0,0.144,0.684,-117.0,-316.0383333333334,-20.0,0.02200000000000002,-0.04300000000000004
Anthony Edwards,MIN,2023-24,2049,2177.0,1994.0875,182.9124755859375,182.9124755859375,1775.4673,2212.7078,22.0,79,2770.383333333333,718,1558,0.461,190,532,0.357,423,506,0.836,430,405,241,101,42,432,0.314,0.575,98.18,115.8,7.3,97.79,114.6,108.4,6.3,1946.0,2841.455,79.0,0.292,0.564,103.0,-71.07166666666672,0.0,0.02200000000000002,0.01100000000000001
Khris Middleton,MIL,2023-24,828,440.0,623.4658,-183.4658203125,183.4658203125,404.84552,842.0861,32.0,55,1487.27,317,643,0.493,94,247,0.381,100,120,0.833,257,292,127,51,15,125,0.23,0.595,102.11,118.0,3.4,100.51,117.6,115.0,2.6,497.0,800.7733333333333,33.0,0.259,0.551,331.0,686.4966666666667,22.0,-0.028999999999999998,0.04399999999999993
Jalen McDaniels,TOR,2023-24,169,0.0,183.7609,-183.76089477539062,183.76089477539062,-34.859406,402.3812,26.0,50,538.0066666666667,65,189,0.344,12,71,0.169,27,37,0.73,79,37,30,19,6,-162,0.179,0.412,101.84,100.9,-14.1,99.91,111.8,118.1,-6.3,755.0,1912.8533333333332,80.0,0.165,0.557,-586.0,-1374.8466666666666,-30.0,0.013999999999999985,-0.14500000000000007
De'Andre Hunter,ATL,2023-24,891,1088.0,903.59357,184.40643310546875,184.40643310546875,684.97327,1122.2139,26.0,57,1681.0933333333332,304,663,0.459,117,304,0.385,166,196,0.847,222,87,83,40,16,-49,0.204,0.595,101.11,116.7,-1.3,100.84,116.4,118.4,-2.0,1029.0,2125.63,67.0,0.193,0.563,-138.0,-444.53666666666686,-10.0,0.010999999999999982,0.03200000000000003
Jalen Williams,OKC,2023-24,1355,1490.0,1304.2874,185.712646484375,185.712646484375,1085.667,1522.9077,23.0,71,2223.5983333333334,536,993,0.54,103,241,0.427,180,221,0.814,282,322,123,80,45,383,0.232,0.621,102.94,117.7,8.8,100.85,118.3,111.0,7.3,1056.0,2275.5916666666667,75.0,0.18,0.601,299.0,-51.99333333333334,-4.0,0.05200000000000002,0.020000000000000018
Jarrett Allen,CLE,2023-24,1271,1103.0,1290.3912,-187.3912353515625,187.3912353515625,1071.771,1509.0115,26.0,77,2442.0616666666665,519,819,0.634,0,6,0.0,233,314,0.742,811,210,121,53,81,201,0.191,0.664,98.66,115.5,4.8,97.62,114.7,112.1,2.5,969.0,2220.1116666666667,68.0,0.162,0.67,302.0,221.94999999999982,9.0,0.028999999999999998,-0.006000000000000005
Jarred Vanderbilt,LAL,2023-24,150,147.0,336.01804,-189.01803588867188,189.01803588867188,117.397736,554.6383,25.0,29,581.2366666666667,59,114,0.518,8,27,0.296,24,36,0.667,138,36,28,36,5,43,0.111,0.578,103.85,113.6,4.2,101.38,115.4,114.8,0.6,619.0,1879.7416666666666,78.0,0.136,0.604,-469.0,-1298.5049999999999,-49.0,-0.02500000000000001,-0.026000000000000023
Santi Aldama,MEM,2023-24,654,811.0,618.5286,192.47137451171875,192.47137451171875,399.90833,837.1489,23.0,61,1618.0566666666666,247,568,0.435,106,304,0.349,54,87,0.621,352,138,69,43,54,-275,0.177,0.539,98.41,106.2,-8.3,98.68,106.8,113.7,-6.9,696.0,1681.7483333333332,77.0,0.157,0.591,-42.0,-63.691666666666606,-16.0,0.01999999999999999,-0.051999999999999935
Bones Hyland,LAC,2023-24,256,149.0,341.99994,-192.99993896484375,192.99993896484375,123.37964,560.62024,23.0,37,540.21,97,251,0.386,44,135,0.326,18,23,0.783,55,93,44,26,4,-65,0.241,0.49,99.78,105.5,-6.0,97.93,117.9,114.6,3.4,659.0,1085.4883333333332,56.0,0.271,0.535,-403.0,-545.2783333333332,-19.0,-0.030000000000000027,-0.04500000000000004
Daniel Theis,LAC,2023-24,376,162.0,355.18915,-193.18914794921875,193.18914794921875,136.56885,573.80945,32.0,60,1014.84,156,293,0.532,26,71,0.366,38,50,0.76,244,61,42,21,51,62,0.15,0.597,99.85,115.6,2.4,97.93,117.9,114.6,3.4,49.0,108.83666666666667,7.0,0.201,0.497,327.0,906.0033333333333,53.0,-0.05100000000000002,0.09999999999999998
Jae Crowder,MIL,2023-24,312,23.0,216.49338,-193.49337768554688,193.49337768554688,-2.1269226,435.11368,33.0,50,1155.6983333333333,114,270,0.422,58,166,0.349,26,36,0.722,161,66,23,38,9,-69,0.113,0.546,101.49,112.3,-2.6,100.51,117.6,115.0,2.6,124.0,339.7083333333333,18.0,0.125,0.624,188.0,815.99,32.0,-0.011999999999999997,-0.07799999999999996
Dillon Brooks,HOU,2023-24,915,1053.0,858.3231,194.6768798828125,194.6768798828125,639.7028,1076.9434,28.0,72,2226.7383333333332,329,768,0.428,133,370,0.359,124,147,0.844,246,119,88,64,10,-21,0.176,0.549,100.0,113.6,0.0,99.59,113.7,112.8,0.9,1047.0,2214.2633333333333,73.0,0.214,0.494,-132.0,12.474999999999909,-1.0,-0.038000000000000006,0.05500000000000005
Cam Reddish,LAL,2023-24,260,105.0,299.83264,-194.8326416015625,194.8326416015625,81.21234,518.45294,24.0,48,984.0616666666666,91,234,0.389,37,110,0.336,41,54,0.759,99,48,31,47,14,-50,0.123,0.504,103.36,109.7,-2.8,101.38,115.4,114.8,0.6,387.0,989.6066666666667,40.0,0.166,0.561,-127.0,-5.545000000000073,8.0,-0.04300000000000001,-0.05700000000000005
Domantas Sabonis,SAC,2023-24,1593,1337.0,1535.2847,-198.28466796875,198.28466796875,1316.6643,1753.905,28.0,82,2928.0216666666665,634,1068,0.594,33,87,0.379,292,415,0.704,1120,673,272,74,48,69,0.22,0.637,99.61,116.0,0.8,99.46,116.2,114.4,1.8,1510.0,2735.555,79.0,0.213,0.668,83.0,192.4666666666667,3.0,0.007000000000000006,-0.031000000000000028
Jamal Murray,DEN,2023-24,1250,1436.0,1237.0405,198.95947265625,198.95947265625,1018.4202,1455.6609,27.0,59,1861.37,474,986,0.481,145,341,0.425,157,184,0.853,242,384,125,57,39,311,0.273,0.586,97.75,120.7,8.2,97.43,117.8,112.3,5.5,1298.0,2133.385,65.0,0.256,0.571,-48.0,-272.0150000000003,-6.0,0.017000000000000015,0.015000000000000013
Svi Mykhailiuk,BOS,2023-24,162,334.0,130.7291,203.27090454101562,203.27090454101562,-87.891205,349.3494,27.0,41,413.16333333333336,57,137,0.416,42,108,0.389,6,9,0.667,51,35,12,11,1,149,0.156,0.575,98.98,121.9,18.5,97.98,122.2,110.6,11.7,222.0,467.90166666666664,32.0,0.191,0.584,-60.0,-54.73833333333329,9.0,-0.035,-0.009000000000000008
Markelle Fultz,ORL,2023-24,335,61.0,264.66388,-203.66387939453125,203.66387939453125,46.04358,483.28418,26.0,43,909.9383333333334,154,326,0.472,4,18,0.222,23,33,0.697,138,120,50,42,15,13,0.182,0.492,98.7,109.6,0.6,97.37,112.9,110.8,2.2,837.0,1777.9416666666666,60.0,0.208,0.564,-502.0,-868.0033333333332,-17.0,-0.025999999999999995,-0.07199999999999995
Kyle Lowry,PHI,2023-24,487,138.0,345.3361,-207.33609008789062,207.33609008789062,126.71579,563.9564,38.0,60,1689.7666666666667,163,377,0.432,98,250,0.392,63,75,0.84,194,253,85,59,21,2,0.128,0.594,97.21,111.4,-0.3,98.17,116.2,113.0,3.1,615.0,1717.725,55.0,0.162,0.565,-128.0,-27.958333333333258,5.0,-0.034,0.029000000000000026
Alperen Sengun,HOU,2023-24,1331,1451.0,1242.903,208.0970458984375,208.0970458984375,1024.2827,1461.5232,21.0,63,2045.635,527,982,0.537,33,111,0.297,244,352,0.693,589,312,162,76,46,49,0.27,0.585,99.22,113.9,0.8,99.59,113.7,112.8,0.9,1109.0,2170.6566666666668,75.0,0.211,0.599,222.0,-125.02166666666676,-12.0,0.059000000000000025,-0.014000000000000012
Bruno Fernando,ATL,2023-24,282,58.0,266.871,-208.87100219726562,208.87100219726562,48.2507,485.4913,25.0,45,682.3033333333333,109,187,0.583,0,4,0.0,64,96,0.667,193,46,44,25,28,-96,0.172,0.615,99.37,107.5,-6.4,100.84,116.4,118.4,-2.0,153.0,405.12166666666667,39.0,0.159,0.571,129.0,277.1816666666666,6.0,0.012999999999999984,0.04400000000000004
Devin Booker,PHX,2023-24,1841,1923.0,1712.2062,210.7938232421875,210.7938232421875,1493.5859,1930.8264,27.0,68,2446.6566666666668,642,1305,0.492,152,418,0.364,405,457,0.886,308,472,178,61,28,316,0.289,0.611,99.96,119.3,5.8,99.0,116.8,113.7,3.1,1471.0,1835.4133333333334,53.0,0.311,0.601,370.0,611.2433333333333,15.0,-0.02200000000000002,0.010000000000000009
Oshae Brissett,BOS,2023-24,201,52.0,263.96054,-211.96054077148438,211.96054077148438,45.34024,482.58084,26.0,55,630.165,68,153,0.444,15,55,0.273,50,83,0.602,160,44,20,19,8,114,0.136,0.53,100.85,117.2,10.8,97.98,122.2,110.6,11.7,398.0,1083.1766666666667,65.0,0.155,0.52,-197.0,-453.01166666666677,-10.0,-0.01899999999999999,0.010000000000000009
Mo Bamba,PHI,2023-24,253,138.0,353.90366,-215.90365600585938,215.90365600585938,135.28336,572.5239,26.0,57,740.3516666666667,97,198,0.49,25,64,0.391,34,50,0.68,238,41,39,22,60,-47,0.149,0.575,97.77,107.5,-3.0,98.17,116.2,113.0,3.1,323.0,768.4283333333333,49.0,0.166,0.602,-70.0,-28.076666666666597,8.0,-0.017000000000000015,-0.027000000000000024
Gary Payton II,GSW,2023-24,240,400.0,182.9605,217.0395050048828,217.0395050048828,-35.659805,401.5808,31.0,44,679.9,103,183,0.563,20,55,0.364,14,23,0.609,113,48,27,39,18,83,0.13,0.621,103.5,114.7,5.8,99.91,116.9,114.5,2.4,101.0,367.605,22.0,0.101,0.701,139.0,312.29499999999996,22.0,0.028999999999999998,-0.07999999999999996
Austin Reaves,LAL,2023-24,1300,1475.0,1257.5299,217.4700927734375,217.4700927734375,1038.9097,1476.1501,26.0,82,2628.95,457,940,0.486,154,420,0.367,232,272,0.853,352,450,174,66,25,-41,0.198,0.613,101.93,114.6,-1.0,101.38,115.4,114.8,0.6,833.0,1843.2266666666667,64.0,0.154,0.687,467.0,785.7233333333331,18.0,0.04400000000000001,-0.07400000000000007
Jordan Poole,WAS,2023-24,1356,1391.0,1172.1115,218.8885498046875,218.8885498046875,953.49115,1390.7317,25.0,78,2345.555,490,1186,0.413,184,564,0.326,192,219,0.877,212,343,188,86,25,-552,0.256,0.529,104.7,108.4,-11.1,103.07,110.2,118.9,-8.7,1675.0,2458.0933333333332,82.0,0.282,0.573,-319.0,-112.53833333333341,-4.0,-0.025999999999999968,-0.04399999999999993
Malachi Flynn,DET,2023-24,380,16.0,236.8208,-220.82080078125,220.82080078125,18.2005,455.4411,26.0,69,876.9216666666666,136,325,0.418,56,169,0.331,52,71,0.732,114,130,63,38,8,-179,0.199,0.533,99.65,104.8,-9.8,100.45,109.0,118.0,-9.0,246.0,690.7883333333333,53.0,0.168,0.479,134.0,186.13333333333333,16.0,0.031,0.05400000000000005
Isaiah Hartenstein,NYK,2023-24,582,637.0,415.63025,221.3697509765625,221.3697509765625,197.00995,634.25055,26.0,75,1896.3483333333334,235,365,0.644,1,3,0.333,111,157,0.707,626,188,93,87,85,406,0.116,0.67,97.89,120.3,10.0,95.96,117.3,112.4,4.9,406.0,1628.2166666666667,82.0,0.107,0.567,176.0,268.13166666666666,-7.0,0.009000000000000008,0.10300000000000009
Chris Paul,GSW,2023-24,533,723.0,500.28665,222.71334838867188,222.71334838867188,281.66635,718.907,39.0,58,1530.89,206,467,0.441,78,210,0.371,43,52,0.827,225,393,76,70,6,110,0.154,0.544,99.68,113.7,2.8,99.91,116.9,114.5,2.4,819.0,1888.635,59.0,0.195,0.555,-286.0,-357.7449999999999,-1.0,-0.04100000000000001,-0.01100000000000001
Kyrie Irving,DAL,2023-24,1487,1234.0,1456.7965,-222.7965087890625,222.7965087890625,1238.1763,1675.4167,32.0,58,2029.6083333333333,562,1131,0.497,173,421,0.411,190,210,0.905,290,299,106,74,28,277,0.274,0.608,100.89,119.6,6.9,100.6,117.0,114.9,2.1,1623.0,2240.5733333333333,60.0,0.286,0.613,-136.0,-210.96499999999992,-2.0,-0.011999999999999955,-0.0050000000000000044
Luke Kornet,BOS,2023-24,334,441.0,218.16234,222.83766174316406,222.83766174316406,-0.45796204,436.78265,28.0,63,983.31,142,203,0.7,1,1,1.0,49,54,0.907,261,67,21,23,61,218,0.107,0.736,96.92,121.8,12.1,97.98,122.2,110.6,11.7,261.0,804.0883333333334,69.0,0.111,0.697,73.0,179.22166666666658,-6.0,-0.0040000000000000036,0.039000000000000035
LaMelo Ball,CHA,2023-24,526,1184.0,957.9915,226.00848388671875,226.00848388671875,739.3712,1176.6118,22.0,22,711.35,183,423,0.433,70,197,0.355,90,104,0.865,113,176,83,40,4,-139,0.315,0.561,103.0,111.8,-8.4,97.81,108.6,119.2,-10.6,838.0,1267.755,36.0,0.289,0.541,-312.0,-556.4050000000001,-14.0,0.026000000000000023,0.020000000000000018
Giannis Antetokounmpo,MIL,2023-24,2222,2036.0,1809.1312,226.8687744140625,226.8687744140625,1590.511,2027.7515,29.0,73,2567.2433333333333,837,1369,0.611,34,124,0.274,514,782,0.657,841,476,250,87,79,339,0.32,0.649,102.1,119.8,6.6,100.51,117.6,115.0,2.6,1959.0,2023.615,63.0,0.373,0.605,263.0,543.6283333333333,10.0,-0.05299999999999999,0.04400000000000004
Zach Collins,SAS,2023-24,776,407.0,635.1209,-228.12091064453125,228.12091064453125,416.5006,853.7412,26.0,69,1525.7283333333332,298,616,0.484,58,181,0.32,122,162,0.753,370,194,132,34,52,-393,0.224,0.565,102.48,105.0,-11.4,101.8,109.3,115.6,-6.4,731.0,1440.5966666666666,63.0,0.209,0.599,45.0,85.13166666666666,6.0,0.015000000000000013,-0.03400000000000003
Bennedict Mathurin,IND,2023-24,856,1156.0,927.6955,228.30450439453125,228.30450439453125,709.0752,1146.3158,22.0,59,1538.39,296,663,0.446,80,214,0.374,184,224,0.821,234,119,97,35,14,-92,0.226,0.562,103.79,115.0,-2.9,102.16,120.5,117.6,2.9,1302.0,2222.38,78.0,0.235,0.566,-446.0,-683.99,-19.0,-0.00899999999999998,-0.0039999999999998925
Cody Martin,CHA,2023-24,211,358.0,129.61047,228.3895263671875,228.3895263671875,-89.00983,348.23077,28.0,28,752.9916666666667,82,215,0.381,27,86,0.314,20,33,0.606,109,104,44,32,18,-157,0.157,0.46,98.04,106.5,-10.5,97.81,108.6,119.2,-10.6,35.0,133.71166666666667,7.0,0.121,0.448,176.0,619.28,21.0,0.036000000000000004,0.01200000000000001
Davion Mitchell,SAC,2023-24,379,588.0,357.27966,230.7203369140625,230.7203369140625,138.65936,575.89996,25.0,72,1101.1,146,323,0.452,57,158,0.361,30,42,0.714,95,134,43,17,3,-45,0.147,0.555,100.05,109.5,-2.6,99.46,116.2,114.4,1.8,450.0,1447.03,80.0,0.14,0.545,-71.0,-345.93000000000006,-8.0,0.0069999999999999785,0.010000000000000009
Keon Ellis,SAC,2023-24,310,666.0,434.1285,231.87149047851562,231.87149047851562,215.50821,652.7488,24.0,57,978.485,107,232,0.461,70,168,0.417,26,35,0.743,124,85,37,51,29,93,0.123,0.627,99.24,114.4,5.5,99.46,116.2,114.4,1.8,24.0,70.86333333333333,16.0,0.124,0.629,286.0,907.6216666666667,41.0,-0.0010000000000000009,-0.0020000000000000018
Walker Kessler,UTA,2023-24,518,641.0,405.6276,235.37240600585938,235.37240600585938,187.0073,624.2479,22.0,64,1493.1066666666666,229,350,0.654,4,19,0.211,56,93,0.602,481,60,66,30,154,-149,0.127,0.663,100.78,111.4,-4.5,100.26,114.5,119.6,-5.1,679.0,1703.2066666666667,74.0,0.13,0.702,-161.0,-210.10000000000014,-10.0,-0.0030000000000000027,-0.038999999999999924
Nick Richards,CHA,2023-24,652,529.0,291.39362,237.60638427734375,237.60638427734375,72.773315,510.01392,26.0,67,1758.7366666666667,260,376,0.691,0,1,0.0,132,179,0.737,539,54,73,26,74,-429,0.131,0.717,97.53,106.3,-11.9,97.81,108.6,119.2,-10.6,532.0,1217.675,65.0,0.151,0.676,120.0,541.0616666666667,2.0,-0.01999999999999999,0.040999999999999925
Dorian Finney-Smith,BKN,2023-24,580,549.0,311.21802,237.781982421875,237.781982421875,92.59772,529.8383,31.0,68,1934.5933333333332,215,511,0.421,117,336,0.348,33,46,0.717,317,107,59,56,38,-107,0.132,0.546,98.25,111.0,-2.2,97.56,112.4,115.4,-2.9,551.0,2008.825,66.0,0.129,0.523,29.0,-74.2316666666668,2.0,0.0030000000000000027,0.02300000000000002
Gary Harris,ORL,2023-24,372,145.0,383.00418,-238.00418090820312,238.00418090820312,164.38388,601.6245,29.0,54,1297.3466666666666,131,297,0.441,76,205,0.371,34,45,0.756,91,87,31,49,14,91,0.114,0.587,98.53,113.6,3.3,97.37,112.9,110.8,2.2,397.0,1184.3516666666667,48.0,0.125,0.62,-25.0,112.99499999999989,6.0,-0.010999999999999996,-0.03300000000000003
Scotty Pippen Jr.,MEM,2023-24,271,779.0,540.5758,238.4241943359375,238.4241943359375,321.9555,759.1961,23.0,21,526.8283333333334,100,203,0.493,30,72,0.417,41,55,0.745,67,98,56,36,10,-72,0.227,0.596,100.04,104.6,-7.5,98.68,106.8,113.7,-6.9,14.0,31.516666666666666,6.0,0.231,0.439,257.0,495.3116666666667,15.0,-0.0040000000000000036,0.15699999999999997
Fred VanVleet,HOU,2023-24,1270,844.0,1084.8761,-240.8760986328125,240.8760986328125,866.2558,1303.4963,30.0,73,2684.4266666666667,423,1018,0.416,227,586,0.387,197,229,0.86,278,589,126,101,59,183,0.194,0.568,99.44,114.6,3.0,99.59,113.7,112.8,0.9,1335.0,2534.9866666666667,69.0,0.225,0.54,-65.0,149.44000000000005,4.0,-0.031,0.027999999999999914
Lester Quinones,GSW,2023-24,164,86.0,326.87823,-240.87823486328125,240.87823486328125,108.257935,545.49854,23.0,37,394.455,56,141,0.397,32,88,0.364,20,29,0.69,72,36,17,6,2,17,0.171,0.533,101.55,109.6,0.6,99.91,116.9,114.5,2.4,10.0,18.116666666666667,4.0,0.283,0.654,154.0,376.3383333333333,33.0,-0.11199999999999996,-0.121
Jalen Johnson,ATL,2023-24,896,680.0,926.8206,-246.82061767578125,246.82061767578125,708.2003,1145.4409,22.0,56,1888.8666666666666,359,702,0.511,71,200,0.355,107,147,0.728,488,203,101,67,47,-76,0.184,0.584,103.77,113.3,-1.9,100.84,116.4,118.4,-2.0,395.0,1041.6016666666667,70.0,0.156,0.554,501.0,847.2649999999999,-14.0,0.027999999999999997,0.029999999999999916
Haywood Highsmith,MIA,2023-24,405,478.0,230.54308,247.45692443847656,247.45692443847656,11.922775,449.1634,27.0,66,1365.835,153,329,0.465,76,192,0.396,23,36,0.639,210,70,34,53,30,7,0.121,0.587,97.7,110.1,1.1,96.88,113.3,111.5,1.8,236.0,969.4,54.0,0.121,0.517,169.0,396.43500000000006,12.0,0.0,0.06999999999999995
Jeremiah Robinson-Earl,NOP,2023-24,115,418.0,170.00027,247.99972534179688,247.99972534179688,-48.620026,388.62057,23.0,39,334.31333333333333,45,95,0.474,13,39,0.333,12,16,0.75,76,21,16,10,4,-22,0.144,0.564,102.37,106.2,-1.9,98.7,116.5,111.9,4.6,292.0,813.7083333333334,43.0,0.143,0.548,-177.0,-479.39500000000004,-4.0,0.0010000000000000009,0.015999999999999903
Jaden Springer,BOS,2023-24,163,109.0,357.5741,-248.5740966796875,248.5740966796875,138.9538,576.1944,21.0,49,506.995,59,148,0.399,10,48,0.208,35,42,0.833,78,44,34,36,15,-28,0.167,0.49,99.98,112.4,-0.5,97.98,122.2,110.6,11.7,42.0,89.26666666666667,16.0,0.188,0.545,121.0,417.72833333333335,33.0,-0.02099999999999999,-0.05500000000000005
James Wiseman,DET,2023-24,446,6.0,254.93703,-248.93702697753906,248.93702697753906,36.316727,473.5573,23.0,63,1091.0433333333333,187,305,0.613,0,2,0.0,72,102,0.706,336,54,66,12,39,-325,0.158,0.637,102.13,104.8,-13.4,100.45,109.0,118.0,-9.0,450.0,867.1866666666666,45.0,0.212,0.589,-4.0,223.85666666666668,18.0,-0.05399999999999999,0.04800000000000004
Bruce Brown,TOR,2023-24,726,340.0,595.64374,-255.64373779296875,255.64373779296875,377.02344,814.26404,27.0,67,1865.3666666666666,278,582,0.478,53,164,0.323,117,142,0.824,284,192,86,59,17,-231,0.161,0.563,102.72,115.6,-5.8,99.91,111.8,118.1,-6.3,923.0,2279.485,80.0,0.174,0.571,-197.0,-414.11833333333357,-13.0,-0.012999999999999984,-0.008000000000000007
Collin Sexton,UTA,2023-24,1458,1159.0,1417.227,-258.22705078125,258.22705078125,1198.6067,1635.8474,25.0,78,2074.7633333333333,506,1038,0.487,128,325,0.394,318,370,0.859,205,383,165,62,18,-143,0.267,0.607,101.71,117.0,-3.4,100.26,114.5,119.6,-5.1,685.0,1145.1533333333334,48.0,0.23,0.616,773.0,929.6099999999999,30.0,0.037000000000000005,-0.009000000000000008
Tari Eason,HOU,2023-24,215,686.0,427.0933,258.9067077636719,258.9067077636719,208.47299,645.7136,23.0,22,480.105,88,189,0.466,18,50,0.36,21,33,0.636,153,27,20,31,19,88,0.188,0.528,101.43,112.6,9.4,99.59,113.7,112.8,0.9,760.0,1767.22,82.0,0.184,0.525,-545.0,-1287.115,-60.0,0.0040000000000000036,0.0030000000000000027
Jared Butler,WAS,2023-24,251,541.0,280.29514,260.7048645019531,260.7048645019531,61.674835,498.91544,23.0,40,565.6516666666666,98,201,0.488,24,78,0.308,31,36,0.861,58,126,50,29,8,-48,0.194,0.579,103.36,107.6,-3.8,103.07,110.2,118.9,-8.7,37.0,76.52833333333334,6.0,0.208,0.578,214.0,489.12333333333333,34.0,-0.013999999999999985,0.0010000000000000009
Jakob Poeltl,TOR,2023-24,555,824.0,563.2579,260.74212646484375,260.74212646484375,344.63757,781.8782,28.0,50,1319.1083333333333,248,378,0.656,0,0,0.0,59,107,0.551,429,127,77,35,76,-17,0.16,0.653,100.54,113.6,-0.6,99.91,111.8,118.1,-6.3,897.0,1906.125,72.0,0.18,0.635,-342.0,-587.0166666666667,-22.0,-0.01999999999999999,0.018000000000000016
Max Strus,CLE,2023-24,853,471.0,732.40063,-261.400634765625,261.400634765625,513.78033,951.02094,28.0,70,2239.175,304,728,0.418,168,479,0.351,77,97,0.794,338,283,112,64,29,254,0.167,0.553,99.71,115.3,5.6,97.62,114.7,112.1,2.5,923.0,2271.9783333333335,80.0,0.17,0.557,-70.0,-32.803333333333285,-10.0,-0.0030000000000000027,-0.0040000000000000036
Jose Alvarado,NOP,2023-24,397,579.0,316.46896,262.5310363769531,262.5310363769531,97.84866,535.08923,26.0,56,1028.37,142,345,0.412,78,207,0.377,35,52,0.673,128,117,40,59,15,240,0.168,0.54,100.12,117.3,12.0,98.7,116.5,111.9,4.6,550.0,1309.9816666666666,61.0,0.191,0.525,-153.0,-281.6116666666667,-5.0,-0.022999999999999993,0.015000000000000013
LeBron James,LAL,2023-24,1822,1710.0,1445.6265,264.37353515625,264.37353515625,1227.0061,1664.2468,39.0,71,2503.6833333333334,685,1269,0.54,149,363,0.41,303,404,0.75,518,589,245,89,38,218,0.285,0.63,101.54,117.4,3.8,101.38,115.4,114.8,0.6,1590.0,1953.94,55.0,0.322,0.583,232.0,549.7433333333333,16.0,-0.03700000000000003,0.04700000000000004
Georges Niang,CLE,2023-24,768,784.0,517.2284,266.7716064453125,266.7716064453125,298.6081,735.8487,31.0,82,1831.125,284,632,0.449,149,396,0.376,51,60,0.85,278,98,72,30,18,31,0.173,0.583,98.61,114.4,0.6,97.62,114.7,112.1,2.5,637.0,1511.8483333333334,78.0,0.162,0.61,131.0,319.27666666666664,4.0,0.010999999999999982,-0.027000000000000024
Kris Dunn,UTA,2023-24,357,474.0,205.88081,268.1191864013672,268.1191864013672,-12.739487,424.5011,30.0,66,1249.1766666666667,147,313,0.47,41,111,0.369,22,32,0.688,189,254,79,68,28,14,0.132,0.546,102.44,117.6,0.4,100.26,114.5,119.6,-5.1,290.0,567.5416666666666,22.0,0.195,0.606,67.0,681.6350000000001,44.0,-0.063,-0.05999999999999994
Marcus Smart,MEM,2023-24,289,305.0,575.1242,-270.12420654296875,270.12420654296875,356.5039,793.7445,30.0,20,604.845,102,237,0.43,42,134,0.313,43,56,0.768,53,86,62,41,5,-20,0.225,0.552,102.65,108.5,-0.8,98.68,106.8,113.7,-6.9,703.0,1956.76,61.0,0.176,0.538,-414.0,-1351.915,-41.0,0.049000000000000016,0.014000000000000012
OG Anunoby,NYK,2023-24,733,1332.0,1061.7557,270.2442626953125,270.2442626953125,843.13544,1280.376,26.0,50,1702.035,282,577,0.489,102,267,0.382,67,89,0.753,208,107,81,68,36,390,0.173,0.595,98.71,118.2,10.9,95.96,117.3,112.4,4.9,1124.0,2385.6516666666666,67.0,0.192,0.586,-391.0,-683.6166666666666,-17.0,-0.019000000000000017,0.009000000000000008
Andrew Wiggins,GSW,2023-24,939,1078.0,807.5544,270.44561767578125,270.44561767578125,588.9341,1026.1747,29.0,71,1920.4483333333333,353,780,0.453,91,254,0.358,142,189,0.751,321,119,87,42,41,-58,0.206,0.544,101.06,114.9,-1.3,99.91,116.9,114.5,2.4,633.0,1190.28,37.0,0.212,0.564,306.0,730.1683333333333,34.0,-0.006000000000000005,-0.019999999999999907
Brook Lopez,MIL,2023-24,990,1041.0,768.9479,272.0521240234375,272.0521240234375,550.3276,987.5682,36.0,79,2411.1516666666666,366,755,0.485,148,404,0.366,110,134,0.821,409,127,79,43,189,278,0.156,0.608,102.16,117.1,5.2,100.51,117.6,115.0,2.6,1239.0,2372.4766666666665,78.0,0.187,0.63,-249.0,38.67500000000018,1.0,-0.031,-0.02200000000000002
Duncan Robinson,MIA,2023-24,875,817.0,538.8467,278.1533203125,278.1533203125,320.22638,757.467,30.0,68,1905.4483333333333,304,675,0.45,187,473,0.395,80,90,0.889,173,192,95,46,16,38,0.184,0.612,98.06,111.5,0.5,96.88,113.3,111.5,1.8,268.0,690.46,42.0,0.172,0.534,607.0,1214.9883333333332,26.0,0.01200000000000001,0.07799999999999996
Joe Ingles,ORL,2023-24,296,15.0,294.08444,-279.0844421386719,279.0844421386719,75.46414,512.7047,36.0,68,1169.0316666666668,99,227,0.436,70,161,0.435,28,34,0.824,142,203,67,43,5,165,0.111,0.612,98.58,116.1,5.8,97.37,112.9,110.8,2.2,317.0,1043.4983333333332,46.0,0.122,0.616,-21.0,125.53333333333353,22.0,-0.010999999999999996,-0.0040000000000000036
