PLAYER_NAME,TEAM_ABBREVIATION,SEASON,PTS,NEXT_SEASON_PTS,PREDICTED_NEXT_SEASON_PTS,ERROR,ABS_ERROR,LOWER_CONFIDENCE_RANGE,UPPER_CONFIDENCE_RANGE,AGE,GP,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,REB,AST,TOV,STL,BLK,PLUS_MINUS,USG_PCT,TS_PCT,PACE,OFF_RATING,NET_RATING,TEAM_PACE,TEAM_OFF_RATING,TEAM_DEF_RATING,TEAM_NET_RATING,PTS_LAST_YEAR,MIN_LAST_YEAR,GP_LAST_YEAR,USG_LAST_YEAR,TS_LAST_YEAR,PTS_CHANGE,MIN_CHANGE,GP_CHANGE,USG_CHANGE,TS_CHANGE
Drew Eubanks,PHX,2023-24,379,280.0,313.56262,-33.5626220703125,33.5626220703125,94.94232,532.1829,27.0,75,1168.705,152,253,0.601,3,3,1.0,72,93,0.774,322,63,61,27,61,-106,0.129,0.645,99.66,108.3,-4.1,99.0,116.8,113.7,3.1,518.0,1583.6766666666667,78.0,0.122,0.666,-139.0,-414.9716666666668,-3.0,0.007000000000000006,-0.02100000000000002
Grayson Allen,PHX,2023-24,1014,680.0,646.23444,33.76556396484375,33.76556396484375,427.61414,864.85474,28.0,75,2513.3,340,682,0.499,205,445,0.461,129,147,0.878,295,227,95,69,45,262,0.143,0.679,99.96,119.0,5.1,99.0,116.8,113.7,3.1,750.0,1972.1366666666668,72.0,0.143,0.612,264.0,541.1633333333334,3.0,0.0,0.06700000000000006
Isaiah Stewart,DET,2023-24,503,435.0,469.7215,-34.72149658203125,34.72149658203125,251.1012,688.3418,23.0,46,1422.8166666666666,186,382,0.487,67,175,0.383,64,85,0.753,305,73,66,17,38,-133,0.143,0.6,100.63,110.3,-4.2,100.45,109.0,118.0,-9.0,567.0,1414.0583333333334,50.0,0.17,0.56,-64.0,8.758333333333212,-4.0,-0.027000000000000024,0.039999999999999925
Peyton Watson,DEN,2023-24,532,551.0,585.9684,-34.9683837890625,34.9683837890625,367.34808,804.5887,21.0,80,1487.8366666666666,208,447,0.465,45,152,0.296,71,106,0.67,258,86,58,42,88,-69,0.16,0.539,98.88,109.0,-0.7,97.43,117.8,112.3,5.5,75.0,186.11166666666668,23.0,0.174,0.553,457.0,1301.725,57.0,-0.013999999999999985,-0.014000000000000012
Cameron Payne,PHI,2023-24,578,500.0,464.60712,35.39288330078125,35.39288330078125,245.98682,683.2274,29.0,78,1304.0766666666666,208,481,0.432,104,267,0.39,58,67,0.866,117,205,66,42,11,-11,0.185,0.566,100.61,112.4,-0.8,98.17,116.2,113.0,3.1,493.0,968.3116666666666,48.0,0.239,0.512,85.0,335.765,30.0,-0.05399999999999999,0.05399999999999994
Terance Mann,LAC,2023-24,658,517.0,553.1971,-36.19708251953125,36.19708251953125,334.57678,771.8174,27.0,75,1872.8916666666667,254,493,0.515,71,204,0.348,79,95,0.832,254,119,48,43,15,52,0.135,0.615,97.71,116.7,1.9,97.93,117.9,114.6,3.4,713.0,1872.1766666666667,81.0,0.149,0.619,-55.0,0.7149999999999181,-6.0,-0.013999999999999985,-0.0040000000000000036
Scottie Barnes,TOR,2023-24,1191,1252.0,1213.4862,38.5137939453125,38.5137939453125,994.8659,1432.1064,22.0,60,2094.2483333333334,447,942,0.475,101,296,0.341,196,251,0.781,494,363,165,75,88,-144,0.24,0.566,101.17,112.6,-3.2,99.91,111.8,118.1,-6.3,1179.0,2677.55,77.0,0.2,0.524,12.0,-583.3016666666667,-17.0,0.03999999999999998,0.041999999999999926
Bol Bol,PHX,2023-24,223,244.0,282.69565,-38.695648193359375,38.695648193359375,64.07535,501.31595,24.0,43,469.0283333333333,93,151,0.616,22,52,0.423,15,19,0.789,137,17,19,10,25,13,0.156,0.7,100.45,108.9,0.1,99.0,116.8,113.7,3.1,634.0,1505.4183333333333,70.0,0.177,0.603,-411.0,-1036.3899999999999,-27.0,-0.02099999999999999,0.09699999999999998
Killian Hayes,DET,2023-24,289,54.0,93.162994,-39.162994384765625,39.162994384765625,-125.457306,311.7833,22.0,42,1007.6583333333333,117,283,0.413,22,74,0.297,33,50,0.66,119,205,51,36,20,-244,0.147,0.474,102.49,106.5,-11.1,100.45,109.0,118.0,-9.0,786.0,2153.588333333333,76.0,0.201,0.455,-497.0,-1145.9299999999998,-34.0,-0.05400000000000002,0.01899999999999996
Kevon Looney,GSW,2023-24,334,344.0,304.77182,39.228179931640625,39.228179931640625,86.15152,523.3921,28.0,74,1194.4283333333333,139,233,0.597,0,1,0.0,56,83,0.675,419,133,50,28,29,38,0.11,0.62,99.5,115.4,1.4,99.91,116.9,114.5,2.4,578.0,1957.595,82.0,0.104,0.639,-244.0,-763.1666666666667,-8.0,0.006000000000000005,-0.019000000000000017
Devin Vassell,SAS,2023-24,1323,1041.0,999.3897,41.61029052734375,41.61029052734375,780.7694,1218.01,23.0,68,2247.7433333333333,498,1056,0.472,166,446,0.372,161,201,0.801,261,277,108,73,23,-291,0.229,0.578,102.42,108.5,-6.0,101.8,109.3,115.6,-6.4,703.0,1178.0783333333334,38.0,0.24,0.55,620.0,1069.665,30.0,-0.010999999999999982,0.027999999999999914
T.J. McConnell,IND,2023-24,727,720.0,762.7019,-42.701904296875,42.701904296875,544.0816,981.3222,32.0,71,1290.9766666666667,330,593,0.556,18,44,0.409,49,62,0.79,191,390,108,72,8,95,0.229,0.586,103.62,118.8,3.7,102.16,120.5,117.6,2.9,650.0,1526.4133333333334,75.0,0.182,0.59,77.0,-235.43666666666672,-4.0,0.047000000000000014,-0.0040000000000000036
Monte Morris,MIN,2023-24,164,233.0,190.12987,42.87013244628906,42.87013244628906,-28.490433,408.75018,29.0,33,476.04333333333335,62,153,0.405,27,70,0.386,13,19,0.684,57,69,7,19,9,86,0.151,0.508,99.42,113.5,9.4,97.79,114.6,108.4,6.3,636.0,1696.0866666666666,62.0,0.155,0.579,-472.0,-1220.0433333333333,-29.0,-0.0040000000000000036,-0.07099999999999995
Anthony Davis,LAL,2023-24,1876,1261.0,1210.755,50.2449951171875,50.2449951171875,992.1347,1429.3752,31.0,76,2700.2433333333333,713,1283,0.556,29,107,0.271,421,516,0.816,961,266,159,91,178,151,0.261,0.621,102.06,116.5,2.6,101.38,115.4,114.8,0.6,1451.0,1904.51,56.0,0.277,0.627,425.0,795.7333333333333,20.0,-0.016000000000000014,-0.006000000000000005
Spencer Dinwiddie,LAL,2023-24,795,872.0,820.43896,51.56103515625,51.56103515625,601.81866,1039.0593,31.0,76,2152.4083333333333,251,640,0.392,124,368,0.337,169,210,0.805,205,356,91,51,22,67,0.161,0.543,100.46,116.8,1.6,101.38,115.4,114.8,0.6,1369.0,2725.335,79.0,0.22,0.573,-574.0,-572.9266666666667,-3.0,-0.059,-0.029999999999999916
Josh Giddey,OKC,2023-24,986,1022.0,1074.5994,-52.599365234375,52.599365234375,855.97906,1293.2197,21.0,80,2011.5583333333334,402,847,0.475,82,243,0.337,100,124,0.806,514,386,168,52,44,376,0.223,0.547,102.32,119.6,8.2,100.85,118.3,111.0,7.3,1260.0,2367.2716666666665,76.0,0.239,0.533,-274.0,-355.71333333333314,4.0,-0.015999999999999986,0.014000000000000012
Patty Mills,MIA,2023-24,127,111.0,57.614407,53.38559341430664,53.38559341430664,-161.00589,276.2347,35.0,32,415.315,46,131,0.351,24,87,0.276,11,11,1.0,35,34,16,20,1,6,0.152,0.467,100.26,109.8,0.3,96.88,113.3,111.5,1.8,246.0,566.6483333333333,40.0,0.182,0.554,-119.0,-151.33333333333331,-8.0,-0.03,-0.08700000000000002
Chuma Okeke,ORL,2023-24,107,53.0,108.04815,-55.04814910888672,55.04814910888672,-110.57215,326.66846,25.0,47,431.73,40,112,0.357,23,82,0.28,4,7,0.571,80,20,16,9,7,-70,0.131,0.465,97.51,99.5,-7.3,97.37,112.9,110.8,2.2,128.0,517.9866666666667,27.0,0.121,0.488,-21.0,-86.25666666666666,20.0,0.010000000000000009,-0.022999999999999965
Matisse Thybulle,POR,2023-24,354,112.0,167.92024,-55.92024230957031,55.92024230957031,-50.700058,386.54053,27.0,65,1487.3833333333334,126,317,0.397,80,231,0.346,22,29,0.759,136,90,40,113,49,-232,0.105,0.537,99.41,107.7,-7.4,97.88,107.6,116.6,-9.0,293.0,1200.4383333333333,71.0,0.102,0.552,61.0,286.94500000000016,-6.0,0.0030000000000000027,-0.015000000000000013
Julius Randle,NYK,2023-24,1102,1288.0,1346.197,-58.197021484375,58.197021484375,1127.5767,1564.8174,29.0,46,1630.095,395,836,0.472,76,244,0.311,236,302,0.781,423,229,159,25,12,218,0.287,0.569,98.84,119.7,6.0,95.96,117.3,112.4,4.9,1936.0,2737.2516666666666,77.0,0.288,0.581,-834.0,-1107.1566666666665,-31.0,-0.0010000000000000009,-0.01200000000000001
Kelly Oubre Jr.,PHI,2023-24,1049,906.0,965.79614,-59.796142578125,59.796142578125,747.17584,1184.4165,28.0,68,2055.32,387,878,0.441,101,325,0.311,174,232,0.75,341,101,87,77,47,-25,0.22,0.535,99.3,114.1,0.1,98.17,116.2,113.0,3.1,972.0,1547.5116666666668,48.0,0.257,0.534,77.0,507.8083333333334,20.0,-0.037000000000000005,0.0010000000000000009
Zeke Nnaji,DEN,2023-24,186,184.0,244.58803,-60.58802795410156,60.58802795410156,25.967728,463.2083,23.0,58,576.12,69,149,0.463,6,23,0.261,42,62,0.677,125,32,27,15,38,-168,0.15,0.528,99.31,102.9,-11.9,97.43,117.8,112.3,5.5,277.0,727.7983333333333,53.0,0.149,0.62,-91.0,-151.67833333333328,5.0,0.0010000000000000009,-0.09199999999999997
Taurean Prince,LAL,2023-24,697,656.0,595.3776,60.62237548828125,60.62237548828125,376.75732,813.9979,30.0,78,2107.6216666666664,253,572,0.442,141,356,0.396,50,68,0.735,230,119,73,58,35,-118,0.134,0.579,102.61,113.9,-2.6,101.38,115.4,114.8,0.6,493.0,1192.5483333333334,54.0,0.165,0.597,204.0,915.073333333333,24.0,-0.031,-0.018000000000000016
Pascal Siakam,IND,2023-24,1737,1578.0,1641.6283,-63.6282958984375,63.6282958984375,1423.008,1860.2485,30.0,80,2657.8883333333333,681,1271,0.536,85,246,0.346,290,396,0.732,565,342,141,63,25,113,0.25,0.601,100.99,117.6,2.2,102.16,120.5,117.6,2.9,1720.0,2652.036666666667,71.0,0.27,0.565,17.0,5.8516666666664605,9.0,-0.020000000000000018,0.03600000000000003
Nikola Jović,MIA,2023-24,352,494.0,559.51263,-65.51263427734375,65.51263427734375,340.89233,778.13293,21.0,46,896.2366666666667,127,281,0.452,65,163,0.399,33,47,0.702,192,90,42,25,14,149,0.171,0.583,97.42,115.8,7.8,96.88,113.3,111.5,1.8,82.0,204.455,15.0,0.185,0.53,270.0,691.7816666666666,31.0,-0.013999999999999985,0.052999999999999936
Myles Turner,IND,2023-24,1313,1120.0,1054.0432,65.956787109375,65.956787109375,835.4229,1272.6636,28.0,77,2076.4366666666665,476,909,0.524,116,324,0.358,245,317,0.773,533,100,109,39,144,220,0.234,0.626,102.52,120.6,5.1,102.16,120.5,117.6,2.9,1113.0,1825.21,62.0,0.225,0.651,200.0,251.22666666666646,15.0,0.009000000000000008,-0.025000000000000022
Jonas Valančiūnas,NOP,2023-24,1002,843.0,909.821,-66.82098388671875,66.82098388671875,691.2007,1128.4413,32.0,82,1924.8316666666667,402,719,0.559,37,120,0.308,161,205,0.785,721,173,111,33,68,158,0.207,0.619,98.68,117.3,3.9,98.7,116.5,111.9,4.6,1115.0,1968.2433333333333,79.0,0.229,0.61,-113.0,-43.41166666666663,3.0,-0.02200000000000002,0.009000000000000008
Pat Connaughton,MIL,2023-24,428,216.0,282.84897,-66.84896850585938,66.84896850585938,64.22867,501.46927,31.0,76,1676.28,151,347,0.435,82,238,0.345,44,58,0.759,239,161,49,40,19,-14,0.106,0.574,101.34,115.1,-0.8,100.51,117.6,115.0,2.6,466.0,1442.735,61.0,0.133,0.531,-38.0,233.54500000000007,15.0,-0.02700000000000001,0.04299999999999993
P.J. Washington,DAL,2023-24,939,836.0,903.21625,-67.21624755859375,67.21624755859375,684.59595,1121.8365,25.0,73,2220.6783333333333,354,811,0.436,132,413,0.32,99,145,0.683,411,141,96,72,59,-133,0.185,0.537,100.49,112.8,-2.8,100.6,117.0,114.9,2.1,1144.0,2379.5633333333335,73.0,0.2,0.542,-205.0,-158.88500000000022,0.0,-0.015000000000000013,-0.0050000000000000044
Nicolas Batum,PHI,2023-24,320,313.0,244.61598,68.38401794433594,68.38401794433594,25.995682,463.23627,35.0,60,1529.5866666666666,116,256,0.453,73,185,0.395,15,21,0.714,248,128,40,48,38,177,0.085,0.603,98.51,117.6,5.6,98.17,116.2,113.0,3.1,478.0,1709.57,78.0,0.111,0.594,-158.0,-179.98333333333335,-18.0,-0.025999999999999995,0.009000000000000008
Jonathan Isaac,ORL,2023-24,393,380.0,448.51828,-68.51828002929688,68.51828002929688,229.89798,667.13855,26.0,58,914.61,146,286,0.51,42,112,0.375,59,82,0.72,260,30,27,43,70,182,0.16,0.61,98.72,113.0,10.9,97.37,112.9,110.8,2.2,55.0,124.035,11.0,0.198,0.483,338.0,790.575,47.0,-0.038000000000000006,0.127
Jeremy Sochan,SAS,2023-24,861,617.0,686.24866,-69.2486572265625,69.2486572265625,467.62836,904.86896,21.0,74,2193.095,340,776,0.438,70,227,0.308,111,144,0.771,476,249,140,62,40,-344,0.187,0.513,101.92,108.1,-7.0,101.8,109.3,115.6,-6.4,614.0,1457.7,56.0,0.195,0.509,247.0,735.3949999999998,18.0,-0.008000000000000007,0.0040000000000000036
Isaiah Joe,OKC,2023-24,636,756.0,685.09424,70.90576171875,70.90576171875,466.47394,903.71454,24.0,78,1444.8666666666666,222,485,0.458,147,353,0.416,45,52,0.865,180,99,47,46,22,352,0.157,0.626,103.43,116.6,9.1,100.85,118.3,111.0,7.3,691.0,1395.3466666666666,73.0,0.17,0.626,-55.0,49.51999999999998,5.0,-0.013000000000000012,0.0
Johnny Davis,WAS,2023-24,152,80.0,8.437259,71.56274127960205,71.56274127960205,-210.18304,227.05756,22.0,50,613.48,62,154,0.403,14,40,0.35,14,24,0.583,72,32,13,18,10,-150,0.117,0.462,105.31,104.9,-10.3,103.07,110.2,118.9,-8.7,163.0,422.575,28.0,0.192,0.446,-11.0,190.90500000000003,22.0,-0.075,0.016000000000000014
Moses Moody,GSW,2023-24,533,724.0,651.6806,72.31939697265625,72.31939697265625,433.0603,870.3009,22.0,66,1155.885,194,420,0.462,72,200,0.36,73,93,0.785,196,57,44,42,24,99,0.176,0.578,100.54,113.3,3.1,99.91,116.9,114.5,2.4,302.0,817.1466666666666,63.0,0.141,0.603,231.0,338.73833333333334,3.0,0.035,-0.025000000000000022
Larry Nance Jr.,NOP,2023-24,350,203.0,275.7607,-72.76071166992188,72.76071166992188,57.14041,494.381,31.0,61,1216.1383333333333,138,241,0.573,27,65,0.415,47,61,0.77,307,113,49,61,19,71,0.112,0.653,99.9,111.7,3.3,98.7,116.5,111.9,4.6,441.0,1380.8266666666666,65.0,0.118,0.649,-91.0,-164.68833333333328,-4.0,-0.0059999999999999915,0.0040000000000000036
Rui Hachimura,LAL,2023-24,923,775.0,849.284,-74.28399658203125,74.28399658203125,630.6637,1067.9043,26.0,68,1825.4933333333333,363,676,0.537,98,232,0.422,99,134,0.739,294,81,46,41,25,123,0.182,0.628,102.01,116.1,2.5,101.38,115.4,114.8,0.6,707.0,1466.03,63.0,0.194,0.556,216.0,359.46333333333337,5.0,-0.01200000000000001,0.07199999999999995
Jevon Carter,CHI,2023-24,357,153.0,228.19127,-75.19126892089844,75.19126892089844,9.570969,446.81158,28.0,72,1003.6016666666667,138,365,0.378,77,234,0.329,4,7,0.571,60,94,36,37,16,27,0.168,0.485,99.43,110.0,1.4,96.94,114.0,115.7,-1.7,651.0,1811.7516666666668,81.0,0.149,0.56,-294.0,-808.1500000000001,-9.0,0.019000000000000017,-0.07500000000000007
Nic Claxton,BKN,2023-24,841,724.0,801.4607,-77.460693359375,77.460693359375,582.8404,1020.081,25.0,71,2115.6633333333334,366,582,0.629,1,5,0.2,108,196,0.551,706,147,93,46,146,-278,0.156,0.629,98.42,108.4,-5.6,97.56,112.4,115.4,-2.9,961.0,2270.6566666666668,76.0,0.155,0.691,-120.0,-154.99333333333334,-5.0,0.0010000000000000009,-0.061999999999999944
Tim Hardaway Jr.,DAL,2023-24,1139,844.0,921.7524,-77.75238037109375,77.75238037109375,703.1321,1140.3727,32.0,79,2120.3283333333334,392,976,0.402,211,597,0.353,144,169,0.852,254,139,69,42,6,13,0.22,0.542,102.05,115.7,-0.1,100.6,117.0,114.9,2.1,1019.0,2152.233333333333,71.0,0.201,0.554,120.0,-31.904999999999745,8.0,0.01899999999999999,-0.01200000000000001
Day'Ron Sharpe,BKN,2023-24,415,397.0,474.8724,-77.87240600585938,77.87240600585938,256.2521,693.4927,22.0,61,920.575,168,294,0.571,4,15,0.267,75,123,0.61,389,85,70,24,44,64,0.185,0.596,99.62,112.8,4.8,97.56,112.4,115.4,-2.9,227.0,552.4866666666667,48.0,0.173,0.581,188.0,368.08833333333337,13.0,0.01200000000000001,0.015000000000000013
Torrey Craig,CHI,2023-24,303,108.0,187.0532,-79.05320739746094,79.05320739746094,-31.567093,405.67352,33.0,53,1048.6016666666667,108,251,0.43,60,153,0.392,27,36,0.75,217,58,32,30,21,-181,0.121,0.568,98.28,111.2,-7.3,96.94,114.0,115.7,-1.7,588.0,1947.8416666666667,79.0,0.128,0.566,-285.0,-899.24,-26.0,-0.007000000000000006,0.0020000000000000018
DeAndre Jordan,DEN,2023-24,142,209.0,127.44832,81.55168151855469,81.55168151855469,-91.17198,346.0686,35.0,36,395.71666666666664,58,93,0.624,0,0,0.0,26,53,0.491,157,26,23,6,16,-88,0.147,0.61,97.52,105.2,-10.7,97.43,117.8,112.3,5.5,199.0,585.855,39.0,0.134,0.731,-57.0,-190.13833333333338,-3.0,0.012999999999999984,-0.121
John Konchar,MEM,2023-24,235,112.0,195.10654,-83.10653686523438,83.10653686523438,-23.513763,413.72684,28.0,55,1173.5733333333333,88,208,0.423,38,120,0.317,21,25,0.84,257,110,46,51,51,-151,0.096,0.537,98.73,106.3,-5.9,98.68,106.8,113.7,-6.9,364.0,1493.8133333333333,72.0,0.1,0.542,-129.0,-320.24,-17.0,-0.0040000000000000036,-0.0050000000000000044
Buddy Hield,PHI,2023-24,1013,912.0,828.60205,83.39794921875,83.39794921875,609.98175,1047.2224,31.0,84,2159.8883333333333,371,850,0.436,219,568,0.386,52,59,0.881,269,236,103,70,42,64,0.186,0.578,101.65,116.9,1.1,98.17,116.2,113.0,3.1,1344.0,2481.875,80.0,0.205,0.614,-331.0,-321.9866666666667,4.0,-0.01899999999999999,-0.03600000000000003
Delon Wright,MIA,2023-24,210,125.0,208.73006,-83.73005676269531,83.73005676269531,-9.890244,427.35034,32.0,47,741.5666666666667,74,188,0.394,25,68,0.368,37,45,0.822,86,119,14,54,11,13,0.127,0.505,101.07,110.7,1.0,96.88,113.3,111.5,1.8,369.0,1221.1716666666666,50.0,0.125,0.581,-159.0,-479.6049999999999,-3.0,0.0020000000000000018,-0.07599999999999996
Josh Green,DAL,2023-24,469,506.0,590.11633,-84.1163330078125,84.1163330078125,371.49603,808.73663,23.0,57,1504.72,179,374,0.479,72,187,0.385,39,57,0.684,184,130,60,47,9,-100,0.129,0.588,101.44,116.7,-2.1,100.6,117.0,114.9,2.1,546.0,1539.23,60.0,0.14,0.645,-77.0,-34.50999999999999,-3.0,-0.01100000000000001,-0.05700000000000005
Klay Thompson,GSW,2023-24,1375,1005.0,1089.3579,-84.35791015625,84.35791015625,870.7376,1307.9783,34.0,77,2284.1683333333335,490,1133,0.432,268,692,0.387,127,137,0.927,254,176,117,50,35,7,0.234,0.576,101.9,115.8,-0.3,99.91,116.9,114.5,2.4,1509.0,2278.911666666667,69.0,0.256,0.576,-134.0,5.256666666666661,8.0,-0.021999999999999992,0.0
Kyle Anderson,MIN,2023-24,506,357.0,441.4049,-84.4049072265625,84.4049072265625,222.7846,660.0252,30.0,79,1781.8816666666667,199,433,0.46,11,48,0.229,97,137,0.708,273,331,91,71,47,167,0.14,0.513,99.95,110.1,5.1,97.79,114.6,108.4,6.3,647.0,1956.5733333333333,69.0,0.143,0.583,-141.0,-174.6916666666666,10.0,-0.002999999999999975,-0.06999999999999995
Dean Wade,CLE,2023-24,291,320.0,235.51332,84.48667907714844,84.48667907714844,16.89302,454.1336,27.0,54,1108.08,96,232,0.414,79,202,0.391,20,26,0.769,218,43,20,40,25,177,0.101,0.598,99.94,111.9,8.3,97.62,114.7,112.1,2.5,206.0,891.5633333333334,44.0,0.1,0.55,85.0,216.51666666666654,10.0,0.0010000000000000009,0.04799999999999993
Naz Reid,MIN,2023-24,1090,1138.0,1053.0825,84.91748046875,84.91748046875,834.4622,1271.7029,24.0,81,1963.8283333333334,406,851,0.477,169,408,0.414,109,148,0.736,423,106,111,63,73,248,0.223,0.595,99.83,111.1,5.7,97.79,114.6,108.4,6.3,781.0,1250.9083333333333,68.0,0.242,0.617,309.0,712.9200000000001,13.0,-0.01899999999999999,-0.02200000000000002
Tre Mann,CHA,2023-24,382,183.0,268.9937,-85.99371337890625,85.99371337890625,50.373413,487.614,23.0,41,987.0983333333334,145,316,0.459,47,126,0.373,45,59,0.763,149,165,65,51,3,-127,0.183,0.559,97.33,107.2,-7.0,97.81,108.6,119.2,-10.6,517.0,1183.3883333333333,67.0,0.2,0.492,-135.0,-196.28999999999996,-26.0,-0.017000000000000015,0.06700000000000006
Patrick Williams,CHI,2023-24,429,566.0,655.03986,-89.03985595703125,89.03985595703125,436.41956,873.66016,22.0,43,1174.085,159,359,0.443,59,148,0.399,52,66,0.788,166,66,57,40,33,-14,0.163,0.553,97.59,114.3,-1.2,96.94,114.0,115.7,-1.7,833.0,2322.8416666666667,82.0,0.156,0.576,-404.0,-1148.7566666666667,-39.0,0.007000000000000006,-0.02299999999999991
Caleb Houstan,ORL,2023-24,253,239.0,328.82153,-89.821533203125,89.821533203125,110.20123,547.44183,21.0,59,815.335,80,206,0.388,72,193,0.373,21,26,0.808,84,29,16,15,4,-30,0.122,0.582,96.61,109.4,-1.8,97.37,112.9,110.8,2.2,193.0,812.19,51.0,0.107,0.508,60.0,3.144999999999982,8.0,0.015,0.07399999999999995
Precious Achiuwa,NYK,2023-24,565,379.0,471.10645,-92.1064453125,92.1064453125,252.48615,689.72675,24.0,74,1623.7533333333333,235,469,0.501,26,97,0.268,69,112,0.616,487,97,83,46,68,-47,0.158,0.545,96.4,111.2,-1.0,95.96,117.3,112.4,4.9,508.0,1140.52,55.0,0.19,0.554,57.0,483.23333333333335,19.0,-0.032,-0.009000000000000008
Jordan Goodwin,MEM,2023-24,368,161.0,254.772,-93.77200317382812,93.77200317382812,36.151703,473.3923,25.0,57,1055.77,141,382,0.369,42,141,0.298,44,59,0.746,253,155,56,48,18,-93,0.182,0.451,98.75,105.6,-4.1,98.68,106.8,113.7,-6.9,407.0,1105.4233333333334,62.0,0.165,0.531,-39.0,-49.65333333333342,-5.0,0.016999999999999987,-0.08000000000000002
Jock Landale,HOU,2023-24,274,200.0,295.2849,-95.284912109375,95.284912109375,76.66461,513.9052,28.0,56,763.46,106,206,0.515,10,40,0.25,52,65,0.8,172,65,31,20,33,161,0.139,0.584,102.23,114.9,9.6,99.59,113.7,112.8,0.9,456.0,978.4966666666667,69.0,0.182,0.595,-182.0,-215.03666666666663,-13.0,-0.04299999999999998,-0.01100000000000001
Jaxson Hayes,LAL,2023-24,303,383.0,286.42404,96.57595825195312,96.57595825195312,67.80374,505.04434,24.0,70,877.1333333333333,126,175,0.72,0,8,0.0,51,82,0.622,211,33,43,34,29,-107,0.121,0.718,103.15,109.6,-4.7,101.38,115.4,114.8,0.6,233.0,610.0566666666666,47.0,0.149,0.605,70.0,267.0766666666667,23.0,-0.027999999999999997,0.11299999999999999
Thomas Bryant,MIA,2023-24,217,429.0,330.23737,98.76263427734375,98.76263427734375,111.617065,548.85767,26.0,38,441.365,86,149,0.577,4,22,0.182,41,47,0.872,141,23,21,10,16,11,0.187,0.639,98.8,112.8,2.1,96.88,113.3,111.5,1.8,579.0,1081.4866666666667,59.0,0.181,0.682,-362.0,-640.1216666666667,-21.0,0.006000000000000005,-0.04300000000000004
Trey Lyles,SAC,2023-24,419,451.0,349.77954,101.220458984375,101.220458984375,131.15924,568.39984,28.0,58,1158.2183333333332,143,321,0.445,84,219,0.384,49,70,0.7,257,72,38,17,19,179,0.139,0.596,100.73,117.9,7.7,99.46,116.2,114.4,1.8,562.0,1247.235,74.0,0.174,0.607,-143.0,-89.01666666666665,-16.0,-0.034999999999999976,-0.01100000000000001
JT Thor,CHA,2023-24,199,71.0,172.99005,-101.99005126953125,101.99005126953125,-45.63025,391.61035,21.0,63,780.6266666666667,80,183,0.437,28,81,0.346,11,20,0.55,146,29,15,11,27,-49,0.113,0.519,99.86,107.5,-3.2,97.81,108.6,119.2,-10.6,262.0,968.775,69.0,0.13,0.506,-63.0,-188.1483333333333,-6.0,-0.017,0.013000000000000012
Garrison Mathews,ATL,2023-24,325,353.0,250.94719,102.05281066894531,102.05281066894531,32.32689,469.5675,27.0,66,992.1216666666667,103,226,0.456,85,193,0.44,34,42,0.81,92,37,19,20,8,-97,0.11,0.665,101.65,111.8,-4.0,100.84,116.4,118.4,-2.0,257.0,686.2583333333333,54.0,0.139,0.573,68.0,305.86333333333334,12.0,-0.029000000000000012,0.09200000000000008
Kentavious Caldwell-Pope,DEN,2023-24,766,673.0,776.0752,-103.0751953125,103.0751953125,557.4549,994.6955,31.0,76,2401.7566666666667,270,587,0.46,125,308,0.406,101,113,0.894,183,183,75,98,42,572,0.126,0.602,97.99,122.4,11.3,97.43,117.8,112.3,5.5,822.0,2381.2066666666665,76.0,0.136,0.598,-56.0,20.550000000000182,0.0,-0.010000000000000009,0.0040000000000000036
Richaun Holmes,WAS,2023-24,199,230.0,126.40614,103.59385681152344,103.59385681152344,-92.21416,345.02643,30.0,40,554.11,82,147,0.558,1,3,0.333,34,47,0.723,182,25,24,11,19,-90,0.141,0.593,102.35,108.1,-7.7,103.07,110.2,118.9,-8.7,130.0,347.575,42.0,0.132,0.668,69.0,206.53500000000003,-2.0,0.00899999999999998,-0.07500000000000007
Jusuf Nurkić,PHX,2023-24,829,453.0,556.96643,-103.9664306640625,103.9664306640625,338.34613,775.58673,29.0,76,2078.035,320,627,0.51,22,90,0.244,167,261,0.64,837,301,175,81,80,404,0.187,0.559,99.9,120.5,9.2,99.0,116.8,113.7,3.1,694.0,1391.415,52.0,0.218,0.589,135.0,686.6199999999999,24.0,-0.031,-0.029999999999999916
Jaylin Williams,OKC,2023-24,276,278.0,382.1778,-104.17779541015625,104.17779541015625,163.5575,600.7981,22.0,69,896.9466666666667,95,228,0.417,53,144,0.368,33,41,0.805,234,110,34,28,27,124,0.133,0.561,101.25,114.7,6.8,100.85,118.3,111.0,7.3,288.0,914.1583333333333,49.0,0.133,0.559,-12.0,-17.211666666666588,20.0,0.0,0.0020000000000000018
Caris LeVert,CLE,2023-24,952,776.0,884.27277,-108.27276611328125,108.27276611328125,665.65247,1102.8931,29.0,68,1958.0833333333333,345,820,0.421,108,332,0.325,154,201,0.766,280,346,117,76,34,120,0.224,0.524,99.71,113.9,2.8,97.62,114.7,112.1,2.5,897.0,2237.34,74.0,0.183,0.546,55.0,-279.2566666666669,-6.0,0.04100000000000001,-0.02200000000000002
